organization_type,country_code,city_name,stat_date(周),Daily Orders,R Burn / GMV,B2C / GMV,TED / GMV,Traffic,Shop Enter UV,B P1*P2,B Cancel Rate,AOP,ASP
Normal,MX,Celaya,2024-11-25 / 2024-12-01,782,12.25%,0.016100000000000000,0.171300000000000000,469299,30815,1.24%,1.97%,242.5752000000000,201.0225000000000
Normal,MX,Orizaba,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,MX,Merida,2024-11-25 / 2024-12-01,1411,15.05%,0.028600000000000000,0.214700000000000000,1117804,74829,0.95%,2.27%,232.0693000000000,182.2492000000000
Normal,MX,Leon,2024-11-25 / 2024-12-01,2005,19.70%,0.027000000000000000,0.264900000000000000,1375492,91183,1.09%,1.77%,242.2991000000000,178.1195000000000
Normal,MX,Valles City,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,MX,Villahermosa,2024-11-25 / 2024-12-01,1655,18.27%,0.027400000000000000,0.240600000000000000,1256464,82259,0.96%,1.66%,259.6265000000000,197.1549000000000
Normal,MX,La Paz,2024-11-25 / 2024-12-01,1191,10.95%,0.028900000000000000,0.173200000000000000,688514,52436,1.27%,1.13%,281.2197000000000,232.5067000000000
Normal,MX,Culiacan,2024-11-25 / 2024-12-01,2035,17.32%,0.028800000000000000,0.242200000000000000,1647535,107252,0.98%,1.65%,268.6035000000000,203.5450000000000
Normal,MX,Cuernavaca,2024-11-25 / 2024-12-01,1996,18.78%,0.033500000000000000,0.249200000000000000,1332064,92184,1.10%,1.31%,239.4932000000000,179.8032000000000
Normal,MX,Nuevo Laredo,2024-11-25 / 2024-12-01,659,12.65%,0.010500000000000000,0.178500000000000000,405642,31233,1.19%,1.04%,307.6161000000000,252.7129000000000
Normal,MX,Torreon,2024-11-25 / 2024-12-01,1930,13.16%,0.021300000000000000,0.192800000000000000,1275663,87650,1.13%,1.68%,232.6690000000000,187.8177000000000
Normal,MX,Mexico City,2024-11-25 / 2024-12-01,24280,15.94%,0.061500000000000000,0.264800000000000000,18362864,1216039,0.99%,1.52%,253.2176000000000,186.1582000000000
Normal,MX,Xalapa,2024-11-25 / 2024-12-01,362,16.72%,0.038300000000000000,0.245400000000000000,339019,20987,0.80%,1.34%,249.2047000000000,188.0584000000000
Normal,MX,Aguascalientes,2024-11-25 / 2024-12-01,1789,14.75%,0.017800000000000000,0.196400000000000000,1048112,73494,1.24%,1.25%,227.6028000000000,182.8943000000000
Normal,MX,Los Cabos,2024-11-25 / 2024-12-01,783,12.84%,0.022500000000000000,0.204200000000000000,404903,31138,1.45%,1.42%,321.1752000000000,255.5754000000000
Normal,MX,San Juan del Río,2024-11-25 / 2024-12-01,489,19.36%,0.038400000000000000,0.274700000000000000,256867,18756,1.42%,2.07%,268.1226000000000,194.4654000000000
Normal,MX,Monclova,2024-11-25 / 2024-12-01,0,-,-,-,17,0,0.00%,-,-,-
Normal,MX,Puebla,2024-11-25 / 2024-12-01,3557,23.19%,0.047900000000000000,0.307000000000000000,2534568,169133,1.05%,1.47%,243.0366000000000,168.4357000000000
Normal,MX,Matamoros,2024-11-25 / 2024-12-01,1494,11.04%,0.024500000000000000,0.171700000000000000,1004047,70208,1.10%,1.00%,248.2931000000000,205.6706000000000
Normal,MX,Navojoa,2024-11-25 / 2024-12-01,279,11.25%,0.042600000000000000,0.204500000000000000,188590,14323,1.12%,1.23%,237.9656000000000,189.3022000000000
Normal,MX,Carmen,2024-11-25 / 2024-12-01,209,18.26%,0.039300000000000000,0.265600000000000000,137116,10080,1.12%,1.66%,251.4092000000000,184.6285000000000
Normal,MX,Tulancingo,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,MX,Chetumal,2024-11-25 / 2024-12-01,227,9.85%,0.028700000000000000,0.170200000000000000,149936,11124,1.12%,2.29%,223.1255000000000,185.1507000000000
Normal,MX,Coatzacoalcos,2024-11-25 / 2024-12-01,264,21.06%,0.047500000000000000,0.295300000000000000,256507,17051,0.75%,0.90%,288.3430000000000,203.2027000000000
Normal,MX,Apizaco,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,MX,Queretaro,2024-11-25 / 2024-12-01,2370,17.03%,0.021700000000000000,0.234600000000000000,1454325,97895,1.21%,1.27%,243.4761000000000,186.3568000000000
Normal,MX,Jaurez CHIH,2024-11-25 / 2024-12-01,4080,13.81%,0.023300000000000000,0.210600000000000000,2658124,186422,1.15%,1.30%,298.9500000000000,235.9863000000000
Normal,MX,Tehuacan,2024-11-25 / 2024-12-01,271,17.29%,0.027800000000000000,0.234200000000000000,225702,14084,0.89%,1.89%,239.5607000000000,183.4613000000000
Normal,MX,Oaxaca,2024-11-25 / 2024-12-01,1702,22.72%,0.024900000000000000,0.272300000000000000,1007517,72032,1.22%,1.36%,271.3522000000000,197.4499000000000
Normal,MX,Cancun,2024-11-25 / 2024-12-01,2098,14.24%,0.028800000000000000,0.213300000000000000,1482959,94619,1.04%,1.17%,273.4978000000000,215.1688000000000
Normal,MX,Zacatecas,2024-11-25 / 2024-12-01,680,12.72%,0.023400000000000000,0.175400000000000000,420499,28803,1.21%,1.77%,235.8574000000000,194.4801000000000
Normal,MX,Tepic,2024-11-25 / 2024-12-01,1840,19.07%,0.023200000000000000,0.242900000000000000,1081996,75412,1.24%,1.24%,247.6756000000000,187.5072000000000
Normal,MX,Zamora,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,MX,Tlaxcala,2024-11-25 / 2024-12-01,508,18.20%,0.033000000000000000,0.248000000000000000,346481,23408,1.11%,1.92%,271.6061000000000,204.2507000000000
Normal,MX,Cordoba,2024-11-25 / 2024-12-01,549,12.30%,0.025900000000000000,0.190400000000000000,326913,23600,1.23%,1.49%,239.5742000000000,193.9611000000000
Normal,MX,Hermosillo,2024-11-25 / 2024-12-01,1922,20.23%,0.034400000000000000,0.257000000000000000,1334435,94176,1.08%,1.76%,271.2238000000000,201.5191000000000
Normal,MX,Colima,2024-11-25 / 2024-12-01,1345,14.61%,0.026000000000000000,0.216700000000000000,699587,49934,1.39%,0.74%,227.7913000000000,178.4301000000000
Normal,CO,Ibagué,2024-11-25 / 2024-12-01,0,-,-,-,1,0,0.00%,-,-,-
Normal,CO,Manizales,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,CO,Santa marta,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,CO,"Bogotá, D.C.",2024-11-25 / 2024-12-01,8003,30.32%,0.044900000000000000,0.421500000000000000,6448995,403533,0.96%,1.35%,49777.2971000000000,28797.9751000000000
Normal,CO,Barranquilla,2024-11-25 / 2024-12-01,2416,30.42%,0.040600000000000000,0.425000000000000000,1658801,126523,1.10%,1.00%,41576.9281000000000,23906.2389000000000
Normal,CO,Cúcuta,2024-11-25 / 2024-12-01,147,26.06%,0.038200000000000000,0.412700000000000000,180552,11470,0.65%,2.51%,40667.2093000000000,23884.1473000000000
Normal,CO,Bucaramanga,2024-11-25 / 2024-12-01,638,26.57%,0.038500000000000000,0.394700000000000000,489428,36363,1.02%,1.59%,39875.1357000000000,24135.0900000000000
Normal,CO,Cali,2024-11-25 / 2024-12-01,3688,26.04%,0.057700000000000000,0.389100000000000000,2956670,195055,0.96%,1.07%,43654.6272000000000,26666.5742000000000
Normal,CO,Valledupar,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,CO,Pereira,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,CO,Villavicencio,2024-11-25 / 2024-12-01,0,-,-,-,0,0,-,-,-,-
Normal,CO,Cartagena,2024-11-25 / 2024-12-01,212,15.00%,0.025800000000000000,0.358900000000000000,300370,19007,0.68%,3.41%,38531.2487000000000,24701.1934000000000
Normal,CO,Medellín,2024-11-25 / 2024-12-01,7685,26.51%,0.058100000000000000,0.406000000000000000,5255016,368512,1.11%,0.83%,48106.5998000000000,28577.4384000000000
Normal,PE,Trujillo,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,PE,Arequipa,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,PE,Lima,2024-11-25 / 2024-12-01,2374,26.16%,0.052200000000000000,0.371600000000000000,2035846,121842,0.87%,1.50%,39.8696000000000,25.0523000000000
Normal,CR,San Jose,2024-11-25 / 2024-12-01,2657,18.38%,0.032300000000000000,0.256900000000000000,2192485,133686,0.91%,1.56%,8465.1406000000000,6290.0502000000000
Normal,CR,Liberia,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,CR,Limon,2024-11-25 / 2024-12-01,-,-,-,-,-,-,-,-,-,-
Normal,MX,Uruapan,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
Normal,MX,Zamora,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Mexico City,2024-11-18 / 2024-11-24,23728,15.82%,0.061400000000000000,0.278800000000000000,19623399,1267457,0.91%,1.68%,254.6669000000000,183.6669000000000
Normal,MX,Guaymas,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
Normal,MX,Ensenada,2024-11-18 / 2024-11-24,2565,14.50%,0.016400000000000000,0.194700000000000000,1318556,94219,1.42%,1.23%,265.8847000000000,214.1154000000000
Normal,MX,Tulancingo,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Villahermosa,2024-11-18 / 2024-11-24,1598,16.98%,0.025300000000000000,0.230700000000000000,1223581,80323,0.95%,1.90%,256.7882000000000,197.5591000000000
Normal,MX,Valles City,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Coatzacoalcos,2024-11-18 / 2024-11-24,251,21.07%,0.044400000000000000,0.293500000000000000,247059,16143,0.76%,1.36%,294.4571000000000,208.0285000000000
Normal,MX,Poza Rica de Hidalgo,2024-11-18 / 2024-11-24,152,15.95%,0.026400000000000000,0.230500000000000000,135109,8962,0.89%,1.65%,231.8301000000000,178.3840000000000
Normal,MX,Las Choapas,2024-11-18 / 2024-11-24,84,25.77%,0.050000000000000000,0.349900000000000000,65360,4265,0.98%,1.11%,270.9551000000000,176.1373000000000
Normal,MX,Aguascalientes,2024-11-18 / 2024-11-24,1761,14.65%,0.014700000000000000,0.195400000000000000,1051461,73252,1.22%,1.42%,226.5378000000000,182.2653000000000
Normal,MX,Leon,2024-11-18 / 2024-11-24,1971,19.65%,0.021200000000000000,0.262100000000000000,1394933,91719,1.05%,1.66%,241.0269000000000,177.8557000000000
Normal,MX,Puerto Vallarta,2024-11-18 / 2024-11-24,769,15.68%,0.024500000000000000,0.217600000000000000,430795,32297,1.39%,1.61%,277.1016000000000,216.8015000000000
Normal,MX,Chetumal,2024-11-18 / 2024-11-24,222,9.26%,0.018300000000000000,0.160200000000000000,144826,10239,1.14%,2.35%,219.1018000000000,184.0029000000000
Normal,MX,Irapuato,2024-11-18 / 2024-11-24,627,14.45%,0.019100000000000000,0.194800000000000000,447101,28430,1.06%,1.99%,244.6090000000000,196.9591000000000
Normal,MX,Xalapa,2024-11-18 / 2024-11-24,338,16.68%,0.035000000000000000,0.242500000000000000,326706,20756,0.77%,1.51%,251.6614000000000,190.6350000000000
Normal,MX,Cancun,2024-11-18 / 2024-11-24,1932,14.40%,0.025200000000000000,0.216500000000000000,1538097,95877,0.94%,1.23%,273.2592000000000,214.1114000000000
Normal,MX,Monterrey,2024-11-18 / 2024-11-24,10866,18.17%,0.019500000000000000,0.250400000000000000,6470202,460332,1.23%,1.45%,274.4820000000000,205.7407000000000
Normal,MX,Chilpancingo de los Bravo,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
Normal,MX,Victoria,2024-11-18 / 2024-11-24,754,17.10%,0.019300000000000000,0.240500000000000000,589334,38758,0.94%,1.25%,265.9400000000000,201.9943000000000
Normal,MX,Hermosillo,2024-11-18 / 2024-11-24,1863,20.43%,0.034500000000000000,0.260300000000000000,1305411,93121,1.07%,1.93%,271.9021000000000,201.1129000000000
Normal,MX,Morelia,2024-11-18 / 2024-11-24,2417,17.78%,0.036500000000000000,0.263300000000000000,1441470,102121,1.23%,1.16%,227.5742000000000,167.6563000000000
Normal,MX,Reynosa,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
Normal,MX,Culiacan,2024-11-18 / 2024-11-24,2123,18.00%,0.029900000000000000,0.252200000000000000,1405664,96071,1.14%,1.27%,266.9209000000000,199.6122000000000
Normal,MX,Torreon,2024-11-18 / 2024-11-24,1949,13.35%,0.021000000000000000,0.196800000000000000,1290174,89471,1.13%,1.63%,234.4537000000000,188.3069000000000
Normal,MX,Los Cabos,2024-11-18 / 2024-11-24,780,11.83%,0.017900000000000000,0.192000000000000000,407374,31424,1.42%,1.32%,319.2876000000000,257.9822000000000
Normal,MX,San Miguel de Allende,2024-11-18 / 2024-11-24,0,-,-,-,11,0,0.00%,-,-,-
Normal,MX,Monclova,2024-11-18 / 2024-11-24,0,-,-,-,29,1,0.00%,-,-,-
Normal,MX,Jaurez CHIH,2024-11-18 / 2024-11-24,4141,12.92%,0.018400000000000000,0.204600000000000000,2794100,195400,1.13%,1.38%,302.3271000000000,240.4671000000000
Normal,MX,La Piedad,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Abejones,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Durango,2024-11-18 / 2024-11-24,2776,13.67%,0.025600000000000000,0.187800000000000000,1700041,115107,1.21%,1.92%,231.0567000000000,187.6718000000000
Normal,MX,Zacatecas,2024-11-18 / 2024-11-24,656,12.22%,0.021500000000000000,0.170900000000000000,418535,28368,1.17%,2.21%,237.7111000000000,197.0764000000000
Normal,MX,Los Mochis-Guasave,2024-11-18 / 2024-11-24,924,11.86%,0.023900000000000000,0.178500000000000000,609482,43220,1.12%,1.76%,238.0245000000000,195.5471000000000
Normal,MX,Oaxaca,2024-11-18 / 2024-11-24,1654,23.08%,0.021500000000000000,0.275500000000000000,1033051,72918,1.17%,1.51%,271.1910000000000,196.4743000000000
Normal,MX,Colima,2024-11-18 / 2024-11-24,1357,14.45%,0.027100000000000000,0.220900000000000000,735439,52106,1.34%,1.15%,228.7669000000000,178.2306000000000
Normal,MX,Tapachula,2024-11-18 / 2024-11-24,262,19.18%,0.020500000000000000,0.257900000000000000,197168,13444,1.00%,1.72%,274.2680000000000,203.5461000000000
Normal,MX,Tampico,2024-11-18 / 2024-11-24,1522,23.27%,0.037400000000000000,0.310400000000000000,953080,64699,1.16%,0.89%,259.6328000000000,179.0299000000000
Normal,MX,Tijuana,2024-11-18 / 2024-11-24,3374,14.42%,0.020800000000000000,0.206800000000000000,1988570,145060,1.29%,1.85%,283.9349000000000,225.2147000000000
Normal,MX,La Paz,2024-11-18 / 2024-11-24,1108,11.11%,0.018800000000000000,0.169800000000000000,695582,53004,1.17%,1.43%,282.0177000000000,234.1265000000000
Normal,MX,Queretaro,2024-11-18 / 2024-11-24,2291,16.54%,0.018900000000000000,0.232400000000000000,1485339,97359,1.14%,1.30%,245.0356000000000,188.0998000000000
Normal,MX,Navojoa,2024-11-18 / 2024-11-24,285,11.23%,0.039200000000000000,0.206600000000000000,191893,14724,1.14%,1.79%,231.3175000000000,183.5382000000000
Normal,MX,Tlaxcala,2024-11-18 / 2024-11-24,499,17.88%,0.034700000000000000,0.251200000000000000,361866,24589,1.04%,1.45%,270.2017000000000,202.3209000000000
Normal,MX,Saltillo,2024-11-18 / 2024-11-24,1030,11.50%,0.014300000000000000,0.177900000000000000,740989,51788,1.03%,1.26%,280.5022000000000,230.6130000000000
Normal,MX,San Luis Potosi,2024-11-18 / 2024-11-24,2203,11.81%,0.017200000000000000,0.172800000000000000,1287441,89382,1.27%,1.70%,224.1705000000000,185.4375000000000
Normal,MX,Merida,2024-11-18 / 2024-11-24,1369,15.48%,0.026100000000000000,0.217700000000000000,1155490,75998,0.90%,2.23%,237.6242000000000,185.8835000000000
Normal,MX,Campeche,2024-11-18 / 2024-11-24,510,14.44%,0.029400000000000000,0.218000000000000000,317687,23018,1.17%,1.56%,222.1552000000000,173.7319000000000
Normal,MX,Puebla,2024-11-18 / 2024-11-24,3463,23.33%,0.045100000000000000,0.307400000000000000,2575957,168651,1.01%,1.36%,242.8845000000000,168.2106000000000
Normal,MX,Cuernavaca,2024-11-18 / 2024-11-24,2015,20.81%,0.030400000000000000,0.270200000000000000,1373727,92699,1.09%,1.55%,244.8158000000000,178.6769000000000
Normal,MX,San Cristobal de las Casas,2024-11-18 / 2024-11-24,262,14.26%,0.010800000000000000,0.199700000000000000,174826,11344,1.09%,1.44%,248.8486000000000,199.1614000000000
Normal,MX,Nogales(SON),2024-11-18 / 2024-11-24,0,-,-,-,29,4,0.00%,-,-,-
Normal,MX,Guanajuato,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Nuevo Laredo,2024-11-18 / 2024-11-24,646,12.19%,0.013000000000000000,0.178000000000000000,409093,31433,1.16%,0.95%,309.7078000000000,254.5714000000000
Normal,MX,Matamoros,2024-11-18 / 2024-11-24,1491,11.05%,0.021000000000000000,0.168900000000000000,979970,69757,1.11%,1.02%,239.7689000000000,199.2779000000000
Normal,MX,Apizaco,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Carmen,2024-11-18 / 2024-11-24,211,15.64%,0.036200000000000000,0.234500000000000000,131990,9655,1.19%,1.83%,241.2800000000000,184.6961000000000
Normal,MX,Toluca,2024-11-18 / 2024-11-24,2106,16.86%,0.023300000000000000,0.228500000000000000,1497644,97415,1.05%,1.78%,245.5012000000000,189.4021000000000
Normal,MX,Tepic,2024-11-18 / 2024-11-24,1745,18.94%,0.019800000000000000,0.243800000000000000,1100119,75590,1.16%,1.22%,248.2222000000000,187.7028000000000
Normal,MX,Solidaridad,2024-11-18 / 2024-11-24,223,12.60%,0.008700000000000000,0.197300000000000000,178547,11873,0.94%,1.52%,296.9984000000000,238.3867000000000
Normal,MX,Mazatlan,2024-11-18 / 2024-11-24,908,12.96%,0.018900000000000000,0.181300000000000000,702931,44422,0.96%,1.68%,253.6310000000000,207.6477000000000
Normal,MX,Guadalajara,2024-11-18 / 2024-11-24,13425,19.81%,0.029500000000000000,0.265000000000000000,8391067,557584,1.17%,1.42%,245.2110000000000,180.2222000000000
Normal,MX,Orizaba,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
Normal,MX,Piedras Negras,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Minatitlan,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Chihuahua,2024-11-18 / 2024-11-24,1760,15.75%,0.017000000000000000,0.215300000000000000,1287264,91220,1.05%,2.42%,273.1309000000000,214.3291000000000
Normal,MX,Celaya,2024-11-18 / 2024-11-24,792,12.47%,0.016100000000000000,0.173300000000000000,475079,31142,1.23%,1.69%,241.1427000000000,199.3541000000000
Normal,MX,Delicias,2024-11-18 / 2024-11-24,460,9.36%,0.005800000000000000,0.147500000000000000,232858,17018,1.43%,1.07%,260.7787000000000,222.3153000000000
Normal,MX,San Juan del Río,2024-11-18 / 2024-11-24,477,18.90%,0.037600000000000000,0.271500000000000000,273544,19468,1.30%,1.72%,266.8719000000000,194.4079000000000
Normal,MX,Salamanca,2024-11-18 / 2024-11-24,205,16.49%,0.057400000000000000,0.249000000000000000,123082,8646,1.23%,1.87%,267.1196000000000,200.6007000000000
Normal,MX,Veracruz,2024-11-18 / 2024-11-24,1276,15.06%,0.029600000000000000,0.215800000000000000,938163,64753,1.00%,0.96%,227.4227000000000,178.3447000000000
Normal,MX,Comitan de Dominguez,2024-11-18 / 2024-11-24,-,-,-,-,-,-,-,-,-,-
Normal,MX,Ciudad Obregon,2024-11-18 / 2024-11-24,1194,20.35%,0.021800000000000000,0.258700000000000000,689834,50539,1.29%,1.62%,247.7429000000000,183.6555000000000
Normal,MX,Manzanillo,2024-11-18 / 2024-11-24,589,10.90%,0.013200000000000000,0.163500000000000000,334232,23522,1.28%,1.48%,286.6873000000000,239.8125000000000
Normal,MX,Tehuacan,2024-11-18 / 2024-11-24,257,17.32%,0.023900000000000000,0.229400000000000000,236983,14355,0.81%,1.77%,237.8339000000000,183.2783000000000
Normal,MX,Pachuca,2024-11-18 / 2024-11-24,454,16.99%,0.021400000000000000,0.226600000000000000,379500,23185,0.95%,1.68%,237.2820000000000,183.5199000000000
Normal,MX,Mexicali,2024-11-18 / 2024-11-24,4641,15.03%,0.026200000000000000,0.213800000000000000,2538656,191740,1.34%,1.22%,283.3720000000000,222.7922000000000
Normal,MX,Acapulco,2024-11-18 / 2024-11-24,320,12.99%,0.010900000000000000,0.175800000000000000,238787,17876,1.00%,1.88%,270.6640000000000,223.0762000000000
Normal,MX,Cordoba,2024-11-18 / 2024-11-24,524,12.77%,0.025200000000000000,0.196400000000000000,326010,24004,1.19%,2.18%,238.1549000000000,191.3763000000000
Normal,MX,Tuxtla Gutierrez,2024-11-18 / 2024-11-24,2363,17.91%,0.025900000000000000,0.255800000000000000,1721308,113340,0.99%,0.80%,240.6145000000000,179.0768000000000
Normal,CO,Bucaramanga,2024-11-18 / 2024-11-24,642,26.52%,0.036500000000000000,0.404500000000000000,511445,38579,0.96%,1.01%,39461.9987000000000,23497.8430000000000
Normal,CO,Cartagena,2024-11-18 / 2024-11-24,204,14.79%,0.029300000000000000,0.369900000000000000,318781,20806,0.63%,3.02%,38496.9692000000000,24255.7912000000000
Normal,CO,Cúcuta,2024-11-18 / 2024-11-24,160,25.96%,0.034900000000000000,0.429700000000000000,178942,11941,0.71%,1.26%,39233.3045000000000,22376.1098000000000
Normal,CO,Valledupar,2024-11-18 / 2024-11-24,0,-,-,-,0,0,-,-,-,-
